trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.005, 'e': 0.15961350176811803}",20,7,20.095746470192424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.005, 'e': 0.15881742610692068}",20,10,16.13866878194767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.005, 'e': 0.1580253208896478}",20,0,6.848481404582225,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
370,False,"{'a': 0.005, 'e': 0.1572371663136276}",20,2,-96.32562798956148,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
371,False,"{'a': 0.005, 'e': 0.15645294267495474}",20,12,15.623297481838218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.005, 'e': 0.1556726303679973}",20,8,12.22403886058756,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.005, 'e': 0.15489620988490704}",25,10,-17.570375558112055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.005, 'e': 0.1541236618151314}",20,14,-2.393020653679935,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.005, 'e': 0.15335496684492847}",30,22,14.330360284518672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.005, 'e': 0.15259010575688386}",35,26,16.737324631757115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.005, 'e': 0.1518290594294306}",25,0,1.9015158240582903,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
378,False,"{'a': 0.005, 'e': 0.15107180883637084}",25,0,31.1002876401191,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.005, 'e': 0.15031833504640033}",25,14,17.4216372462631,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.005, 'e': 0.14956861922263504}",20,5,-7.884451952944709,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
381,False,"{'a': 0.005, 'e': 0.14882264262214037}",20,14,14.844861000511337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.005, 'e': 0.14808038659546244}",25,12,22.411685312605883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.005, 'e': 0.14734183258616193}",20,12,15.032186116731008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.005, 'e': 0.14660696213035015}",20,15,10.479982718338134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.005, 'e': 0.14587575685622736}",20,0,-33.620830900144355,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
386,False,"{'a': 0.005, 'e': 0.14514819848362373}",25,10,24.263131705765844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.005, 'e': 0.14442426882354198}",30,11,30.673951920471723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.005, 'e': 0.14370394977770293}",25,0,-8.318138091093953,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
389,False,"{'a': 0.005, 'e': 0.14298722333809288}",25,16,18.200544609210798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.005, 'e': 0.1422740715865136}",25,9,19.185112935762728,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.005, 'e': 0.14156447669413402}",25,16,-9.431912313584794,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.005, 'e': 0.140858420921045}",20,12,4.432788356291737,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.005, 'e': 0.14015588661581535}",20,5,26.120364331275365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.005, 'e': 0.13945685621505094}",20,1,21.241631854576507,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.005, 'e': 0.13876131224295524}",35,25,-2.868091470574347,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
396,False,"{'a': 0.005, 'e': 0.13806923731089282}",35,23,19.94206907434659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.005, 'e': 0.13738061411695424}",20,7,22.186546889680585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.005, 'e': 0.13669542544552385}",35,18,29.972139597055545,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.005, 'e': 0.13601365416684916}",20,9,18.514251453207603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.005, 'e': 0.1353352832366127}",25,10,16.11505151510577,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.005, 'e': 0.13466029569550586}",25,0,-38.038640935145594,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
402,False,"{'a': 0.005, 'e': 0.13398867466880493}",30,12,28.167936369927926,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.005, 'e': 0.13332040336594936}",30,9,-20.83612884822471,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.005, 'e': 0.13265546508012172}",20,14,13.411290386549476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.005, 'e': 0.13199384318783022}",20,12,-5.091616019627744,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.005, 'e': 0.13133552114849303}",20,4,12.295090687884915,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.005, 'e': 0.13068048250402503}",20,0,16.150969890021795,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.005, 'e': 0.1300287108784259}",30,15,6.350322335530337,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.005, 'e': 0.12938018997737108}",35,21,26.697245989705362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.005, 'e': 0.12873490358780423}",20,0,20.271804493921966,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
411,False,"{'a': 0.005, 'e': 0.12809283557753198}",20,15,10.061420425325469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.005, 'e': 0.12745396989482075}",25,17,6.422728279401528,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.005, 'e': 0.1268182905679951}",20,11,1.9831538041684662,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.005, 'e': 0.12618578170503877}",25,11,25.1371445767201,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.005, 'e': 0.1255564274931972}",25,2,35.08879385515975,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.005, 'e': 0.12493021219858241}",20,16,10.606420252032589,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.005, 'e': 0.12430712016577938}",25,12,22.618439191985274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.005, 'e': 0.12368713581745483}",30,22,11.454516618053058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.005, 'e': 0.12307024365396771}",30,13,-24.612174850234965,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.005, 'e': 0.1224564282529819}",25,0,-3.7318002342900782,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
421,False,"{'a': 0.005, 'e': 0.12184567426908036}",25,15,6.276773744718389,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.005, 'e': 0.12123796643338168}",20,8,12.644890381387238,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.005, 'e': 0.12063328955315826}",20,0,12.264509723197717,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.005, 'e': 0.12003162851145673}",30,16,19.923837895045562,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.005, 'e': 0.11943296826671962}",25,11,24.603047300322654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.005, 'e': 0.11883729385240965}",20,11,15.05744304935486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.005, 'e': 0.1182445903766354}",20,14,-1.7979658283690922,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.005, 'e': 0.11765484302177918}",25,8,12.112643232000067,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.005, 'e': 0.11706803704412637}",20,12,13.710551315132896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.005, 'e': 0.11648415777349697}",20,4,9.858117054287302,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.005, 'e': 0.11590319061287874}",20,8,12.921585598895847,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.005, 'e': 0.11532512103806251}",30,15,22.46292153052825,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.005, 'e': 0.11474993459727875}",20,0,17.90829013668461,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
434,False,"{'a': 0.005, 'e': 0.1141776169108365}",25,10,26.330713643272514,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.005, 'e': 0.11360815367076371}",20,0,23.594138695877774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.005, 'e': 0.11304153064044985}",25,13,-4.336639202152313,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
437,False,"{'a': 0.005, 'e': 0.11247773365428958}",20,7,18.5827381357848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.005, 'e': 0.11191674861732888}",30,17,14.965721742306135,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.005, 'e': 0.11135856150491262}",35,9,31.234475313485383,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.005, 'e': 0.11080315836233387}",20,5,26.068973509055027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.005, 'e': 0.11025052530448522}",25,10,22.687460005089218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.005, 'e': 0.10970064851551141}",20,0,8.050794447654946,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
443,False,"{'a': 0.005, 'e': 0.10915351424846406}",30,16,23.15648251484936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.005, 'e': 0.10860910882495796}",35,24,20.70283909072681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.005, 'e': 0.10806741863482926}",25,10,20.63805321111442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.005, 'e': 0.10752843013579495}",25,8,23.7516936150987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.005, 'e': 0.10699212985311449}",25,16,7.08348171622753,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.005, 'e': 0.1064585043792528}",25,11,26.452782018357098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.005, 'e': 0.10592754037354536}",30,20,17.068864174649665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.005, 'e': 0.10539922456186433}",20,4,21.945931391897997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.005, 'e': 0.1048735437362869}",20,13,0.4140835478692011,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.005, 'e': 0.104350484754765}",20,9,24.069371570048595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.005, 'e': 0.10383003454079692}",20,9,18.76469762727233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.005, 'e': 0.1033121800831002}",20,3,28.553821517657983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.005, 'e': 0.1027969084352864}",20,0,32.47177404395477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.005, 'e': 0.10228420671553744}",30,0,36.55691240746676,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.005, 'e': 0.10177406210628372}",30,17,21.922421969809456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.005, 'e': 0.1012664618538834}",20,0,-21.59502177669309,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
459,False,"{'a': 0.005, 'e': 0.10076139326830373}",35,2,15.429893918502792,"{0: 31, 1: 0, 2: 1, 3: 1, 4: 0}",1
460,False,"{'a': 0.005, 'e': 0.1002588437228037}",25,8,-6.128684719672068,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
461,False,"{'a': 0.005, 'e': 0.09975880065361863}",30,13,-41.18145234255623,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
462,False,"{'a': 0.005, 'e': 0.09926125155964566}",20,14,10.985097683023815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.005, 'e': 0.09876618400213154}",30,7,-10.473453320245776,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
464,False,"{'a': 0.005, 'e': 0.09827358560436154}",25,2,-9.460908197042583,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.005, 'e': 0.09778344405135005}",20,0,0.7902153793414096,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
466,False,"{'a': 0.005, 'e': 0.09729574708953276}",25,11,28.720043400222593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.005, 'e': 0.09681048252646021}",30,0,39.32758787219274,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.005, 'e': 0.09632763823049303}",30,11,20.775595175770093,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.005, 'e': 0.09584720213049865}",20,0,-15.11624992433878,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
470,False,"{'a': 0.005, 'e': 0.09536916221554961}",25,0,30.034582784648407,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
471,False,"{'a': 0.005, 'e': 0.09489350653462311}",20,16,5.500518400631638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.005, 'e': 0.09442022319630235}",20,2,17.03992644127051,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.005, 'e': 0.09394930036847918}",20,0,32.83406474299271,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.005, 'e': 0.09348072627805847}",20,0,4.7133661078106,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
475,False,"{'a': 0.005, 'e': 0.09301448921066349}",20,12,12.702452815745783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.005, 'e': 0.09255057751034329}",20,6,13.082967174249706,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.005, 'e': 0.09208897957928115}",20,6,19.591228474062284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.005, 'e': 0.09162968387750484}",25,20,6.601912913516268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.005, 'e': 0.09117267892259785}",25,8,29.355657756207822,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.005, 'e': 0.09071795328941251}",20,10,19.091325765813984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.005, 'e': 0.09026549560978427}",20,3,15.606564597604013,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.005, 'e': 0.08981529457224763}",20,7,22.663312276369428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.005, 'e': 0.08936733892175319}",30,0,21.580652492755902,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.005, 'e': 0.08892161745938634}",35,23,19.27398296156575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.005, 'e': 0.08847811904208727}",20,13,15.196937275341739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.005, 'e': 0.08803683258237255}",20,0,16.266462377441176,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
487,False,"{'a': 0.005, 'e': 0.08759774704805763}",30,15,7.253818843850094,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
488,False,"{'a': 0.005, 'e': 0.0871608514619813}",35,15,33.51731939425176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.005, 'e': 0.08672613490173114}",20,8,26.26999984224683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.005, 'e': 0.0862935864993705}",30,23,11.327847435345143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.005, 'e': 0.08586319544116683}",20,0,32.944214210712516,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.005, 'e': 0.08543495096732123}",30,11,27.958686293081552,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.005, 'e': 0.08500884237169956}",20,13,11.70451952733946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.005, 'e': 0.08458485900156469}",20,3,22.185029928282308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.005, 'e': 0.08416299025731036}",20,0,24.738406550506653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.005, 'e': 0.08374322559219596}",35,4,42.25947288136366,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.005, 'e': 0.083325554512083}",20,2,-16.438488398494467,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.005, 'e': 0.08290996657517266}",25,5,24.01231595715663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.005, 'e': 0.08249645139174498}",25,7,30.76444447679027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.005, 'e': 0.0820849986238988}",25,15,17.179671492303257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.005, 'e': 0.08167559798529346}",20,14,10.754911651475878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.005, 'e': 0.08126823924089167}",20,14,10.620666294407528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.005, 'e': 0.08086291220670366}",30,12,31.815937553287725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.005, 'e': 0.08045960674953244}",20,11,-9.504511442934469,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.005, 'e': 0.08005831278672054}",25,12,21.51543331470227,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.005, 'e': 0.07965902028589801}",25,14,24.60514027283401,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.005, 'e': 0.07926171926473155}",20,12,13.419660503700827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.005, 'e': 0.07886639979067495}",30,3,33.91031856014886,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.005, 'e': 0.07847305198072073}",20,8,19.411470647196257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.005, 'e': 0.07808166600115313}",25,0,30.724474243026297,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.005, 'e': 0.07769223206730236}",20,13,13.486154403187946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.005, 'e': 0.07730474044329974}",20,0,29.77745344292988,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
513,False,"{'a': 0.005, 'e': 0.0769191814418345}",25,19,13.037080323421664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.005, 'e': 0.07653554542391151}",20,5,21.709680410789833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.005, 'e': 0.07615382279861033}",30,0,34.927482655433835,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.005, 'e': 0.07577400402284548}",20,8,18.26289207757946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.005, 'e': 0.07539607960112776}",30,17,8.356669570484947,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.005, 'e': 0.07502004008532698}",20,14,9.129207748910392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.005, 'e': 0.07464587607443557}",20,2,14.834745384119465,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.005, 'e': 0.07427357821433388}",30,14,29.09086522947598,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.005, 'e': 0.07390313719755595}",30,17,20.587901898243267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.005, 'e': 0.0735345437630571}",25,14,21.205672611996285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.005, 'e': 0.07316778869598221}",25,15,18.7499813525149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.005, 'e': 0.07280286282743559}",25,7,23.74549708211684,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.005, 'e': 0.07243975703425146}",20,0,24.316268361758922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.005, 'e': 0.0720784622387661}",20,5,25.34358391934887,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.005, 'e': 0.07171896940859077}",20,0,31.692975609044232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.005, 'e': 0.07136126955638605}",20,7,22.93625162703534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.005, 'e': 0.07100535373963698}",30,22,14.481250716312632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.005, 'e': 0.0706512130604296}",25,7,32.86404314823188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.005, 'e': 0.07029883866522844}",20,0,15.461451869464842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
532,False,"{'a': 0.005, 'e': 0.06994822174465536}",25,9,14.188319401010718,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.005, 'e': 0.06959935353326901}",25,1,34.11340293435956,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.005, 'e': 0.069252225309346}",20,9,8.984752033467448,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.005, 'e': 0.06890682839466256}",20,10,8.668163483698002,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.005, 'e': 0.06856315415427791}",30,6,39.09532279896889,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.005, 'e': 0.06822119399631812}",20,0,29.126186185216003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
538,False,"{'a': 0.005, 'e': 0.06788093937176144}",20,8,20.726009470910896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.005, 'e': 0.06754238177422452}",20,11,15.618268204279085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.005, 'e': 0.06720551273974976}",35,19,9.122881792097974,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
541,False,"{'a': 0.005, 'e': 0.0668703238465938}",25,11,26.554352697648916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.005, 'e': 0.06653680671501686}",20,3,29.373636433620643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.005, 'e': 0.06620495300707324}",20,4,22.2321155099549,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.005, 'e': 0.06587475442640295}",30,0,40.64408401486147,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
545,False,"{'a': 0.005, 'e': 0.06554620271802433}",30,20,19.11225743108151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.005, 'e': 0.06521928966812753}",20,5,28.283652811902478,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.005, 'e': 0.06489400710386926}",30,15,25.56516869909982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.005, 'e': 0.06457034689316847}",25,0,33.916729199881274,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.005, 'e': 0.06424830094450308}",25,11,25.97097978473913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.005, 'e': 0.06392786120670757}",20,0,25.115497473270658,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
551,False,"{'a': 0.005, 'e': 0.0636090196687718}",25,3,28.745098523687673,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
